G_UUID,G_VALIDDATE,G_SEQ,ISLATEST,ISLATEST_PENDING,ISLATEST_APPROVED,G_CONTEXT,G_COMMUNITYID,G_APPID,G_PROFILEUUID,G_WORKFLOWUUID,MAP_BOUNDARY,MAP_LATITUDE
CHILIPA CDSS GIRLS HOSTEL,5f0c07a5,April 2024 / March 2025,Southern Region,Mangochi,,,,,,Education,PBG,
